species_sci,wcvp_matched_name,wcvp_status,accepted_name,accepted_authors,accepted_family,accepted_genus,accepted_rank,powo_id,powo_match_type
Senecio vulgaris L.,Senecio vulgaris L.,Accepted,Senecio vulgaris,L.,Asteraceae,Senecio,Species,248251-1,exact_full
Sergia regelii (Trautv.) Fed.,Sergia regelii (Trautv.) Fed.,Accepted,Sergia regelii,(Trautv.) Fed.,Campanulaceae,Sergia,Species,145052-1,exact_full
Serratula alatavica C.A. Mey. ex Rupr.,Serratula alatavica C.A.Mey. ex Rupr.,Synonym,Klasea sogdiana,(Bunge) L.Martins,Asteraceae,Klasea,Species,77075808-1,exact_full
Serratula algida Iljin,Serratula algida Iljin,Synonym,Klasea marginata,(Tausch) Kitag.,Asteraceae,Klasea,Species,227329-1,exact_full
Serratula aphyllopoda Iljin,Serratula aphyllopoda Iljin,Synonym,Klasea aphyllopoda,(Iljin) Holub,Asteraceae,Klasea,Species,227306-1,exact_full
Serratula lancifolia Zakirov,Serratula lancifolia Zakirov,Accepted,Serratula lancifolia,Zakirov,Asteraceae,Serratula,Species,248722-1,exact_full
Serratula lyratifolia Schrenk,Serratula lyratifolia Schrenk ex Fisch. & C.A.Mey.,Synonym,Klasea lyratifolia,(Schrenk) L.Martins,Asteraceae,Klasea,Species,77067856-1,exact_name_unique
Seseli calycinum (Korovin) Pimenov & Sdobnina,Seseli calycinum (Korovin) Pimenov & Sdobnina,Accepted,Seseli calycinum,(Korovin) Pimenov & Sdobnina,Apiaceae,Seseli,Species,848485-1,exact_full
Seseli desertorum Pimenov (1977: 138).,Seseli desertorum Pimenov,Synonym,Seseli buchtormense,(Fisch. ex Hornem.) W.D.J.Koch,Apiaceae,Seseli,Species,848478-1,exact_name_unique
Seseli eriocephalum (Pall. ex Spreng.) Schischk.,Seseli eriocephalum (Pall. ex Spreng.) Schischk.,Accepted,Seseli eriocephalum,(Pall. ex Spreng.) Schischk.,Apiaceae,Seseli,Species,848535-1,exact_full
Seseli fasciculatum (Korovin) Korovin ex Schischk.,Seseli fasciculatum (Korovin) Korovin ex Schischk.,Accepted,Seseli fasciculatum,(Korovin) Korovin ex Schischk.,Apiaceae,Seseli,Species,848540-1,exact_full
Seseli giganteum Lipsky,Seseli giganteum Lipsky,Accepted,Seseli giganteum,Lipsky,Apiaceae,Seseli,Species,848552-1,exact_full
Seseli glabratum Willd. ex Schult.,Seseli glabratum Willd. ex Schult.,Accepted,Seseli glabratum,Willd. ex Schult.,Apiaceae,Seseli,Species,848556-1,exact_full
Seseli jomuticum Schischk.,Seseli jomuticum Schischk.,Accepted,Seseli jomuticum,Schischk.,Apiaceae,Seseli,Species,848589-1,exact_full
Seseli karateginum Lipsky,Seseli karateginum Lipsky,Accepted,Seseli karateginum,Lipsky,Apiaceae,Seseli,Species,848592-1,exact_full
Seseli korovinii Schischk.,Seseli korovinii Schischk.,Accepted,Seseli korovinii,Schischk.,Apiaceae,Seseli,Species,848594-1,exact_full
Seseli lehmannianum (Bunge) Boiss.,Seseli lehmannianum Boiss.,Accepted,Seseli lehmannianum,Boiss.,Apiaceae,Seseli,Species,848600-1,exact_name_unique
Seseli marginatum (Korovin) Pimenov & Sdobnina,Seseli marginatum (Korovin) Pimenov & Sdobnina,Accepted,Seseli marginatum,(Korovin) Pimenov & Sdobnina,Apiaceae,Seseli,Species,848622-1,exact_full
Seseli merculowiczii (Korovin) Pimenov & Sdobnina,Seseli merkuloviczii (Korovin) Pimenov & Sdobnina,Accepted,Seseli merkuloviczii,(Korovin) Pimenov & Sdobnina,Apiaceae,Seseli,Species,848626-1,canon_exact
Seseli mucronatum (Schrenk) Pimenov & Sdobnina,Seseli mucronatum (Schrenk) Pimenov & Sdobnina,Synonym,Ligusticum mucronatum,(Schrenk) Wittr. & Juel,Apiaceae,Ligusticum,Species,77304932-1,exact_full
Seseli nemorosum (Korovin) Pimenov,Seseli nemorosum (Korovin) Pimenov,Accepted,Seseli nemorosum,(Korovin) Pimenov,Apiaceae,Seseli,Species,848639-1,exact_full
Seseli nevskii (Korovin) Pimenov & Sdobnina,Seseli nevskii (Korovin) Pimenov & Sdobnina,Accepted,Seseli nevskii,(Korovin) Pimenov & Sdobnina,Apiaceae,Seseli,Species,848640-1,exact_full
Seseli schrenkianum (C.A. Mey. ex Schischk.) Pimenov & Sdobnina,Seseli schrenkianum (C.A.Mey. ex Schischk.) Pimenov & Sdobnina,Synonym,Libanotis schrenkiana,C.A.Mey. ex Schischk.,Apiaceae,Libanotis,Species,844270-1,exact_full
Seseli seravschanicum Pimenov & Sdobnina,Seseli seravschanicum Pimenov & Sdobnina,Accepted,Seseli seravschanicum,Pimenov & Sdobnina,Apiaceae,Seseli,Species,848710-1,exact_full
Seseli tenuisectum Regel & Schmalh.,Seseli tenuisectum Regel & Schmalh.,Accepted,Seseli tenuisectum,Regel & Schmalh.,Apiaceae,Seseli,Species,848738-1,exact_full
Seseli turbinatum Korovin,Seseli turbinatum Korovin,Accepted,Seseli turbinatum,Korovin,Apiaceae,Seseli,Species,848753-1,exact_full
Seseli unicaule (Korovin) Pimenov,Seseli unicaule (Korovin) Pimenov,Accepted,Seseli unicaule,(Korovin) Pimenov,Apiaceae,Seseli,Species,848758-1,exact_full
Setaria lutescens (Weig.) F.T. Hubb.,Setaria lutescens F.T.Hubb.,Illegitimate,Setaria pumila,(Poir.) Roem. & Schult.,Poaceae,Setaria,Species,421764-1,manual_override
Setaria verticillata (L.) Beauv.,Setaria verticillata (L.) P.Beauv.,Accepted,Setaria verticillata,(L.) P.Beauv.,Poaceae,Setaria,Species,421857-1,exact_name_unique
Setaria viridis (L.) Beauv.,Setaria viridis (L.) P.Beauv.,Accepted,Setaria viridis,(L.) P.Beauv.,Poaceae,Setaria,Species,1171009-2,exact_name_unique
Shibateranthis longistipitata (Regel) Nakai,Shibateranthis longistipitata (Regel) Nakai,Synonym,Eranthis longistipitata,Regel,Ranunculaceae,Eranthis,Species,711193-1,exact_full
Sibbaldia tetrandra Bunge,Sibbaldia tetrandra Bunge,Synonym,Potentilla tetrandra,(Bunge) Hook.f.,Rosaceae,Potentilla,Species,729112-1,exact_full
Sideritis montana L.,Sideritis montana L.,Accepted,Sideritis montana,L.,Lamiaceae,Sideritis,Species,459012-1,exact_full
Siegesbeckia orientalis L.,Sigesbeckia orientalis L.,Accepted,Sigesbeckia orientalis,L.,Asteraceae,Sigesbeckia,Species,249084-1,manual_alias
Silene adenopetala Raikova,Silene adenopetala Raikova,Accepted,Silene adenopetala,Raikova,Caryophyllaceae,Silene,Species,156741-1,exact_full
Silene bobrovii Schischk.,Silene bobrovii Schischk.,Accepted,Silene bobrovii,Schischk.,Caryophyllaceae,Silene,Species,156940-1,exact_full
Silene brahuica Boiss.,Silene brahuica Boiss.,Accepted,Silene brahuica,Boiss.,Caryophyllaceae,Silene,Species,156968-1,exact_full
Silene bucharica Popov,Silene bucharica Popov,Accepted,Silene bucharica,Popov,Caryophyllaceae,Silene,Species,156978-1,exact_full
Silene chaetodonta Boiss.,Silene chaetodonta Boiss.,Accepted,Silene chaetodonta,Boiss.,Caryophyllaceae,Silene,Species,157057-1,exact_full
Silene claviformis Litv.,Silene claviformis Litv.,Accepted,Silene claviformis,Litv.,Caryophyllaceae,Silene,Species,157095-1,exact_full
Silene conformifolia Preobr. ex Schischk.,Silene conformifolia Schischk.,Synonym,Silene samarkandensis,Preobr.,Caryophyllaceae,Silene,Species,158293-1,exact_name_unique
Silene excedens Bondarenko & Vved.,Silene excedens Bondarenko & Vved.,Synonym,Silene kuschakewiczii,Regel & Schmalh.,Caryophyllaceae,Silene,Species,157625-1,exact_full
Silene fedtschenkoi Bondarenko & Vved.,Silene fedtschenkoi Bondarenko & Vved.,Accepted,Silene fedtschenkoi,Bondarenko & Vved.,Caryophyllaceae,Silene,Species,157338-1,exact_full
Silene gasimailikensis B. Fedtsch.,Silene gasimailikensis B.Fedtsch.,Accepted,Silene gasimailikensis,B.Fedtsch.,Caryophyllaceae,Silene,Species,157390-1,exact_full
Silene gavrilovii (Krasn.) Popov,Silene gavrilovii (Krasn.) Popov,Accepted,Silene gavrilovii,(Krasn.) Popov,Caryophyllaceae,Silene,Species,157392-1,exact_full
Silene graminifolia Otth,Silene graminifolia Otth,Accepted,Silene graminifolia,Otth,Caryophyllaceae,Silene,Species,157445-1,name_multi_author_ok
Silene guntensis Schischk.,Silene guntensis (B.Fedtsch.) B.Fedtsch. ex Schischk.,Accepted,Silene guntensis,(B.Fedtsch.) B.Fedtsch. ex Schischk.,Caryophyllaceae,Silene,Species,50912109-1,exact_name_unique
Silene incurvifolia Kar. & Kir.,Silene incurvifolia Kar. & Kir.,Accepted,Silene incurvifolia,Kar. & Kir.,Caryophyllaceae,Silene,Species,157551-1,exact_full
Silene korshinskyi Schischk.,Silene korshinskyi Schischk.,Accepted,Silene korshinskyi,Schischk.,Caryophyllaceae,Silene,Species,157613-1,exact_full
Silene kudrjaschevii Schischk.,Silene kudrjaschevii Schischk.,Accepted,Silene kudrjaschevii,Schischk.,Caryophyllaceae,Silene,Species,157619-1,exact_full
Silene kungessana B. Fedtsch.,Silene kungessana B.Fedtsch.,Accepted,Silene kungessana,B.Fedtsch.,Caryophyllaceae,Silene,Species,157624-1,exact_full
Silene kuschakewiczii Regel & Schmalh.,Silene kuschakewiczii Regel & Schmalh.,Accepted,Silene kuschakewiczii,Regel & Schmalh.,Caryophyllaceae,Silene,Species,157625-1,exact_full
Silene longicalycina Kom.,Silene longicalycina Kom.,Accepted,Silene longicalycina,Kom.,Caryophyllaceae,Silene,Species,157705-1,exact_full
Silene megalantha Bondarenko & Vved.,Silene megalantha Bondarenko & Vved.,Accepted,Silene megalantha,Bondarenko & Vved.,Caryophyllaceae,Silene,Species,157792-1,exact_full
Silene michelsonii Preobr.,Silene michelsonii Preobr.,Accepted,Silene michelsonii,Preobr.,Caryophyllaceae,Silene,Species,157810-1,exact_full
Silene nana Kar. & Kir.,Silene nana Kar. & Kir.,Accepted,Silene nana,Kar. & Kir.,Caryophyllaceae,Silene,Species,157888-1,name_multi_author_ok
Silene nataliae F.O. Khass. & I.I. Malzev,Silene nataliae F.O.Khass. & I.I.Malzev,Accepted,Silene nataliae,F.O.Khass. & I.I.Malzev,Caryophyllaceae,Silene,Species,959905-1,exact_full
Silene nevskii Schischk.,Silene nevskii Schischk.,Accepted,Silene nevskii,Schischk.,Caryophyllaceae,Silene,Species,157899-1,exact_full
Silene obovata Schischk.,Silene obovata Schischk.,Accepted,Silene obovata,Schischk.,Caryophyllaceae,Silene,Species,157933-1,name_multi_author_ok
Silene obtusidentata B. Fedtsch. & Popov,Silene obtusidentata B.Fedtsch. & Popov,Accepted,Silene obtusidentata,B.Fedtsch. & Popov,Caryophyllaceae,Silene,Species,157935-1,exact_full
Silene oreina Schischk.,Silene oreina Schischk.,Accepted,Silene oreina,Schischk.,Caryophyllaceae,Silene,Species,157969-1,exact_full
Silene paranadena Vved.,Silene paranadena Bondarenko & Vved.,Accepted,Silene paranadena,Bondarenko & Vved.,Caryophyllaceae,Silene,Species,158010-1,exact_name_unique
Silene plurifolia Schischk.,Silene plurifolia Schischk.,Accepted,Silene plurifolia,Schischk.,Caryophyllaceae,Silene,Species,158086-1,exact_full
Silene popovii Schischk.,Silene popovii Schischk.,Accepted,Silene popovii,Schischk.,Caryophyllaceae,Silene,Species,158103-1,exact_full
Silene praelonga Ovcz.,Silene praelonga Ovcz.,Accepted,Silene praelonga,Ovcz.,Caryophyllaceae,Silene,Species,158117-1,exact_full
Silene praemixta Popov,Silene praemixta Popov,Synonym,Silene schmalhausenii,Popov,Caryophyllaceae,Silene,Species,77248930-1,ambiguous_same_target
Silene pseudotenuis Schischk.,Silene pseudotenuis Schischk.,Synonym,Silene kungessana,B.Fedtsch.,Caryophyllaceae,Silene,Species,157624-1,exact_full
Silene pubicalyx Bondarenko & Vved.,Silene pubicalyx Bondarenko & Vved.,Accepted,Silene pubicalyx,Bondarenko & Vved.,Caryophyllaceae,Silene,Species,158160-1,exact_full
Silene pugionifolia Popov,Silene pugionifolia Popov,Accepted,Silene pugionifolia,Popov,Caryophyllaceae,Silene,Species,158162-1,exact_full
Silene samarkandensis Preobr.,Silene samarkandensis Preobr.,Accepted,Silene samarkandensis,Preobr.,Caryophyllaceae,Silene,Species,158293-1,exact_full
Silene sarawschanica Regel,Silene sarawschanica Regel & Schmalh.,Accepted,Silene sarawschanica,Regel & Schmalh.,Caryophyllaceae,Silene,Species,158299-1,exact_name_unique
Silene scabrifolia Kom.,Silene scabrifolia Kom.,Accepted,Silene scabrifolia,Kom.,Caryophyllaceae,Silene,Species,77222081-1,exact_full
Silene schischkinii (Popov) Vved.,Silene schischkinii (Popov) Vved.,Accepted,Silene schischkinii,(Popov) Vved.,Caryophyllaceae,Silene,Species,158325-1,name_multi_author_ok
Silene stenantha Ovcz.,Silene stenantha Ovcz.,Accepted,Silene stenantha,Ovcz.,Caryophyllaceae,Silene,Species,158431-1,exact_full
Silene suffrutescens M. Bieb.,Silene suffrutescens M.Bieb.,Illegitimate,Silene fruticulosa,M.Bieb.,Caryophyllaceae,Silene,Species,60461550-2,exact_full
Silene tachtensis Franch.,Silene tachtensis Franch.,Accepted,Silene tachtensis,Franch.,Caryophyllaceae,Silene,Species,158488-1,exact_full
Silene tomentella Schischk.,Silene tomentella Schischk.,Accepted,Silene tomentella,Schischk.,Caryophyllaceae,Silene,Species,158540-1,exact_full
Silene vulgaris (Moench) Garcke,Silene vulgaris (Moench) Garcke,Accepted,Silene vulgaris,(Moench) Garcke,Caryophyllaceae,Silene,Species,158668-1,exact_full
Silybum marianum (L.) Gaertn.,Silybum marianum (L.) Gaertn.,Accepted,Silybum marianum,(L.) Gaertn.,Asteraceae,Silybum,Species,249211-1,exact_full
Sinapis alba L.,Sinapis alba L.,Accepted,Sinapis alba,L.,Brassicaceae,Sinapis,Species,288952-1,exact_full
Sinapis arvensis L.,Sinapis arvensis L.,Synonym,Mutarda arvensis,(L.) D.A.German,Brassicaceae,Mutarda,Species,77313885-1,name_multi_author_ok
Sisymbrium altissimum L.,Sisymbrium altissimum L.,Accepted,Sisymbrium altissimum,L.,Brassicaceae,Sisymbrium,Species,289144-1,name_multi_author_ok
Sisymbrium brassiciforme C.A. Mey.,Sisymbrium brassiciforme C.A.Mey.,Accepted,Sisymbrium brassiciforme,C.A.Mey.,Brassicaceae,Sisymbrium,Species,289219-1,exact_full
Sisymbrium irio L.,Sisymbrium irio L.,Accepted,Sisymbrium irio,L.,Brassicaceae,Sisymbrium,Species,237940-2,exact_full
Sisymbrium loeselii L.,Sisymbrium loeselii L.,Accepted,Sisymbrium loeselii,L.,Brassicaceae,Sisymbrium,Species,237960-2,name_multi_author_ok
Sisymbrium polymorphum (Murray) Roth,Sisymbrium polymorphum (Murray) Roth,Accepted,Sisymbrium polymorphum,(Murray) Roth,Brassicaceae,Sisymbrium,Species,51009321-1,exact_full
Sisymbrium septulatum DC.,Sisymbrium septulatum DC.,Accepted,Sisymbrium septulatum,DC.,Brassicaceae,Sisymbrium,Species,289728-1,exact_full
Sisymbrium subspinescens Bunge,Sisymbrium subspinescens Bunge,Accepted,Sisymbrium subspinescens,Bunge,Brassicaceae,Sisymbrium,Species,289775-1,exact_full
Sium medium Fisch. & C.A. Mey.,Sium medium Fisch. & C.A.Mey.,Accepted,Sium medium,Fisch. & C.A.Mey.,Apiaceae,Sium,Species,849022-1,exact_full
Sium sisaroideum DC.,Sium sisaroideum DC.,Synonym,Sium sisarum,L.,Apiaceae,Sium,Species,849059-1,exact_full
Smelovskia calycina (Steph. ex Willd.) C.A. Mey.,Smelowskia calycina (Stephan ex Willd.) C.A.Mey.,Accepted,Smelowskia calycina,(Stephan ex Willd.) C.A.Mey.,Brassicaceae,Smelowskia,Species,289880-1,manual_alias
Smelowskia annua Rupr.,Smelowskia annua Rupr.,Accepted,Smelowskia annua,Rupr.,Brassicaceae,Smelowskia,Species,289873-1,exact_full
Smelowskia micrantha (Botsch. & Vved.) Al-Shehbaz & Warwick,Smelowskia micrantha (Botsch. & Vved.) Al-Shehbaz & Warwick,Accepted,Smelowskia micrantha,(Botsch. & Vved.) Al-Shehbaz & Warwick,Brassicaceae,Smelowskia,Species,60444736-2,exact_full
Smelowskia sisymbrioides (Regel & Herder) Lipsky ex Paulsen,Smelowskia sisymbrioides (Regel & Herder) Paulsen,Accepted,Smelowskia sisymbrioides,(Regel & Herder) Paulsen,Brassicaceae,Smelowskia,Species,289901-1,exact_name_unique
Smirnovia turkestana Bunge,Smirnowia turkestana Bunge,Accepted,Smirnowia turkestana,Bunge,Fabaceae,Smirnowia,Species,518621-1,canon_exact
Solanum asiae-mediae Pojark.,Solanum asiae-mediae Pojark.,Synonym,Solanum dulcamara,L.,Solanaceae,Solanum,Species,285213-2,exact_full
Solanum kitagawae Schonback-Temesy,Solanum kitagawae Schönb.-Tem.,Synonym,Solanum dulcamara,L.,Solanaceae,Solanum,Species,285213-2,exact_name_unique
Solanum luteum Mill.,Solanum luteum Mill.,Synonym,Solanum villosum,Mill.,Solanaceae,Solanum,Species,285344-2,exact_full
Solanum nigrum L.,Solanum nigrum L.,Accepted,Solanum nigrum,L.,Solanaceae,Solanum,Species,30048260-2,exact_full
Solanum olgae Pojark.,Solanum olgae Pojark.,Synonym,Solanum villosum,Mill.,Solanaceae,Solanum,Species,285344-2,exact_full
Solanum persicum Willd. ex Schult. & Schult. f.,Solanum persicum Willd.,Synonym,Solanum dulcamara,L.,Solanaceae,Solanum,Species,285213-2,exact_name_unique
Solanum rostratum Dunal,Solanum rostratum Dunal,Accepted,Solanum rostratum,Dunal,Solanaceae,Solanum,Species,820804-1,name_multi_author_ok
Solenanthus circinnatus Ledeb.,Solenanthus circinnatus Ledeb.,Accepted,Solenanthus circinnatus,Ledeb.,Boraginaceae,Solenanthus,Species,120665-1,exact_full
Solenanthus hirsutus Regel,Solenanthus hirsutus Regel,Accepted,Solenanthus hirsutus,Regel,Boraginaceae,Solenanthus,Species,120672-1,exact_full
Solenanthus karateginus Lipsky,Solenanthus karateginus Lipsky,Accepted,Solenanthus karateginus,Lipsky,Boraginaceae,Solenanthus,Species,120673-1,exact_full
Solenanthus kokanicus Regel,Solenanthus kokanicus Regel,Accepted,Solenanthus kokanicus,Regel,Boraginaceae,Solenanthus,Species,120674-1,exact_full
Solenanthus turkestanicus (Regel & Smirn.) Kuzn.,Solenanthus turkestanicus (Regel & Smirn.) Kusn.,Accepted,Solenanthus turkestanicus,(Regel & Smirn.) Kusn.,Boraginaceae,Solenanthus,Species,120698-1,exact_name_unique
Solidago dahurica Kitag.,Solidago dahurica (Kitag.) Kitag. ex Juz.,Accepted,Solidago dahurica,(Kitag.) Kitag. ex Juz.,Asteraceae,Solidago,Species,60453959-2,exact_name_unique
Solidago kuhistanica Popov ex Juz.,Solidago kuhistanica Popov,Accepted,Solidago kuhistanica,Popov,Asteraceae,Solidago,Species,249636-1,exact_name_unique
Sonchus arvensis L.,Sonchus arvensis L.,Accepted,Sonchus arvensis,L.,Asteraceae,Sonchus,Species,250029-1,exact_full
Sonchus asper (L.) Hill,Sonchus asper (L.) Hill,Accepted,Sonchus asper,(L.) Hill,Asteraceae,Sonchus,Species,1003017-2,exact_full
Sonchus oleraceus L.,Sonchus oleraceus L.,Accepted,Sonchus oleraceus,L.,Asteraceae,Sonchus,Species,250268-1,exact_full
Sonchus palustris L.,Sonchus palustris L.,Accepted,Sonchus palustris,L.,Asteraceae,Sonchus,Species,250281-1,exact_full
Sonchus transcaspicus Nevski,Sonchus transcaspicus Nevski,Accepted,Sonchus transcaspicus,Nevski,Asteraceae,Sonchus,Species,250381-1,exact_full
Sophora korolkowii Koehne,Sophora korolkowii Dieck ex Koehne,Synonym,Styphnolobium japonicum,(L.) Schott,Fabaceae,Styphnolobium,Species,1119529-2,exact_name_unique
Sorbaria olgae Zinserl.,Sorbaria olgae Zinserl.,Synonym,Sorbaria tomentosa var. tomentosa,"",Rosaceae,Sorbaria,Variety,77232722-1,exact_full
Sorbus persica Hedl.,Sorbus persica Hedl.,Synonym,Hedlundia persica,(Hedl.) Mezhenskyj,Rosaceae,Hedlundia,Species,77195028-1,exact_full
Sorbus tianschanica Rupr.,Sorbus tianschanica Rupr.,Accepted,Sorbus tianschanica,Rupr.,Rosaceae,Sorbus,Species,742013-1,exact_full
Sorbus turkestanica (Franch.) Hedl.,Sorbus turkestanica (Franch.) Hedl.,Synonym,,,,,,,exact_full
Sorghum halepense (L.) Pers.,Sorghum halepense (L.) Pers.,Accepted,Sorghum halepense,(L.) Pers.,Poaceae,Sorghum,Species,422139-1,exact_full
Sparganium neglectum Beeby,Sparganium neglectum Beeby,Synonym,Sparganium erectum subsp. neglectum,(Beeby) K.Richt.,Typhaceae,Sparganium,Subspecies,77189464-1,exact_full
Sparganium stoloniferum (Graebn.) Buch.-Ham. ex Juz.,Sparganium stoloniferum (Buch.-Ham. ex Graebn.) Buch.-Ham. ex Juz.,Accepted,Sparganium stoloniferum,(Buch.-Ham. ex Graebn.) Buch.-Ham. ex Juz.,Typhaceae,Sparganium,Species,60461195-2,exact_name_unique
Spathipappus griffithii (C.B. Clarke) Tzvelev,Spathipappus griffithii (C.B.Clarke) Tzvelev,Synonym,Tanacetum griffithii,(C.B.Clarke) Muradyan,Asteraceae,Tanacetum,Species,252343-1,exact_full
Spergularia diandra (Guss.) Hedr.,Spergularia diandra (Guss.) Heldr.,Accepted,Spergularia diandra,(Guss.) Heldr.,Caryophyllaceae,Spergularia,Species,77066304-1,exact_name_unique
Spergularia media (L.) C. Persl.,Spergularia media (L.) C.Presl,Accepted,Spergularia media,(L.) C.Presl,Caryophyllaceae,Spergularia,Species,1019502-1,exact_name_unique
Spergularia microsperma Asch.,Spergularia microsperma (Kindb.) Asch.,Accepted,Spergularia microsperma,(Kindb.) Asch.,Caryophyllaceae,Spergularia,Species,158952-1,exact_name_unique
Spergularia rubra (L.) J.Presl & C.Presl,Spergularia rubra (L.) J.Presl & C.Presl,Accepted,Spergularia rubra,(L.) J.Presl & C.Presl,Caryophyllaceae,Spergularia,Species,158983-1,exact_full
Spergularia salina J.Presl & C.Presl,Spergularia salina J.Presl & C.Presl,Synonym,Spergularia marina,(L.) Besser,Caryophyllaceae,Spergularia,Species,241336-2,exact_full
Spergularia sperguloides (Lehm.) Heynh.,Spergularia sperguloides (Lehm.) Heynh.,Synonym,Spergularia marina,(L.) Besser,Caryophyllaceae,Spergularia,Species,241336-2,name_multi_author_ok
Sphaenolobium coriaceum (Korovin) Pimenov,Sphaenolobium coriaceum (Korovin) Pimenov,Synonym,Sphaenolobium tianschanicum,(Korovin) Pimenov,Apiaceae,Sphaenolobium,Species,849157-1,exact_full
Sphaenolobium tenuisectum (Korovin) Pimenov,Sphaenolobium tenuisectum (Korovin) Pimenov,Accepted,Sphaenolobium tenuisectum,(Korovin) Pimenov,Apiaceae,Sphaenolobium,Species,849156-1,exact_full
Sphaenolobium tianschanicum (Korovin) Pimenov,Sphaenolobium tianschanicum (Korovin) Pimenov,Accepted,Sphaenolobium tianschanicum,(Korovin) Pimenov,Apiaceae,Sphaenolobium,Species,849157-1,exact_full
Sphaerophysa salsula (Pall.) DC.,Sphaerophysa salsula (Pall.) DC.,Accepted,Sphaerophysa salsula,(Pall.) DC.,Fabaceae,Sphaerophysa,Species,519217-1,exact_full
Sphaerosciadium denaense (Schischk.) Pimenov & Kljuykov,Sphaerosciadium denaense (Schischk.) Pimenov & Kljuykov,Accepted,Sphaerosciadium denaense,(Schischk.) Pimenov & Kljuykov,Apiaceae,Sphaerosciadium,Species,909710-1,exact_full
Sphenoclea zeylanica Gaertn.,Sphenoclea zeylanica Gaertn.,Accepted,Sphenoclea zeylanica,Gaertn.,Sphenocleaceae,Sphenoclea,Species,145463-1,exact_full
Sphenopus divaricatus (Gouan) Rchb.,Sphenopus divaricatus (Gouan) Rchb.,Accepted,Sphenopus divaricatus,(Gouan) Rchb.,Poaceae,Sphenopus,Species,422503-1,exact_full
Spinacia turkestanica Iljin,Spinacia turkestanica Iljin,Synonym,Spinacia oleracea subsp. turkestanica,(Iljin) Del Guacchio & P.Caputo,Amaranthaceae,Spinacia,Subspecies,77303608-1,exact_full
Spiraea hypericifolia L.,Spiraea hypericifolia L.,Accepted,Spiraea hypericifolia,L.,Rosaceae,Spiraea,Species,742305-1,exact_full
Spiraea pilosa Franch.,Spiraea pilosa Franch.,Accepted,Spiraea pilosa,Franch.,Rosaceae,Spiraea,Species,742456-1,exact_full
Spirostegia bucharica (B. Fedtsch.) Ivanina,Spirostegia bucharica (B.Fedtsch.) Ivanina,Synonym,Triaenophora bucharica,B.Fedtsch.,Orobanchaceae,Triaenophora,Species,810510-1,exact_full
Spryginia falcata Botsch.,Spryginia falcata Botsch.,Accepted,Spryginia falcata,Botsch.,Brassicaceae,Spryginia,Species,289986-1,exact_full
Spryginia undulata Botsch.,Spryginia undulata Botsch.,Accepted,Spryginia undulata,Botsch.,Brassicaceae,Spryginia,Species,289989-1,exact_full
Spryginia winkleri (Regel) Popov,Spryginia winkleri (Regel) Popov,Accepted,Spryginia winkleri,(Regel) Popov,Brassicaceae,Spryginia,Species,289990-1,exact_full
Stachyopsis canescens (Regel) Adylov & Tulyag.,Stachyopsis canescens (Regel) Adylov & Tulyag.,Synonym,Eriophyton marrubioides,(Regel) Ryding,Lamiaceae,Eriophyton,Species,77138732-1,exact_full
Stachyopsis oblongata (Schrenk) Popov & Vved.,Stachyopsis oblongata (Schrenk) Popov & Vved.,Synonym,Eriophyton oblongatum,(Schrenk) Bendiksby,Lamiaceae,Eriophyton,Species,77138733-1,exact_full
Stachys annua L.,Stachys annua (L.) L.,Accepted,Stachys annua,(L.) L.,Lamiaceae,Stachys,Species,459300-1,exact_name_unique
Stachys betonicaeflora Rupr.,Stachys betoniciflora Rupr. ex O.Fedtsch. & B.Fedtsch.,Synonym,Betonica betoniciflora,(Rupr. ex O.Fedtsch. & B.Fedtsch.) Sennikov,Lamiaceae,Betonica,Species,77136137-1,canon_fuzzy1
Stachys hissarica Regel,Stachys hissarica Regel,Accepted,Stachys hissarica,Regel,Lamiaceae,Stachys,Species,459615-1,exact_full
Stachys setifera C.A. Mey.,Stachys setifera C.A.Mey.,Accepted,Stachys setifera,C.A.Mey.,Lamiaceae,Stachys,Species,459973-1,exact_full
Stellaria alexeenkoana Schischk.,Stellaria alexeenkoana Schischk.,Synonym,Mesostemma alexeenkoanum,(Schischk.) Ikonn.,Caryophyllaceae,Mesostemma,Species,155434-1,exact_full
Stellaria alsinoides Boiss. & Buhse,Stellaria alsinoides Boiss. & Buhse,Accepted,Stellaria alsinoides,Boiss. & Buhse,Caryophyllaceae,Stellaria,Species,159039-1,name_multi_author_ok
Stellaria brachypetala Bunge,Stellaria brachypetala Bunge,Accepted,Stellaria brachypetala,Bunge,Caryophyllaceae,Stellaria,Species,159084-1,name_multi_author_ok
Stellaria graminea L.,Stellaria graminea L.,Accepted,Stellaria graminea,L.,Caryophyllaceae,Stellaria,Species,310207-2,name_multi_author_ok
Stellaria karatavica Schischk.,Stellaria karatavica Schischk.,Synonym,Mesostemma karatavicum,(Schischk.) Vved.,Caryophyllaceae,Mesostemma,Species,961833-1,exact_full
Stellaria kotschyana Fenzl,Stellaria kotschyana Fenzl ex Boiss.,Synonym,Mesostemma kotschyanum,(Fenzl ex Boiss.) Vved.,Caryophyllaceae,Mesostemma,Species,961834-1,exact_name_unique
Stellaria media (L.) Vill.,Stellaria media (L.) Vill.,Accepted,Stellaria media,(L.) Vill.,Caryophyllaceae,Stellaria,Species,159330-1,name_multi_author_ok
